"date","isin","cusip","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2026-01-27","BRBLC59","BRBLC59","BA","BA","BA 6 10/15/27","",1451482.0,1451482.0,0.0,0.0505,0.05,-0.0005,78.23,0.0,"UNCHANGED",1
"2026-01-27","BMFV904","BMFV904","USB-L","USB","USB 3 3/4 PERP","",371083.0,371083.0,0.0,0.0026,0.0026,0.0,15.6121,0.0,"UNCHANGED",1
"2026-01-27","BZC0L09","BZC0L09","ETR","ETR","ETR 4 7/8 09/01/66","",319876.0,319876.0,0.0,0.003,0.003,0.0,21.34,0.0,"UNCHANGED",1
"2026-01-27","BJP1KW2","BJP1KW2","F","F","F 6 12/01/59","",618448.0,618448.0,0.0,0.0059,0.0059,0.0,21.72,0.0,"UNCHANGED",1
"2026-01-27","BFY34D0","BFY34D0","JPM-DD","JPM","JPM 5 3/4 PERP","",817784.0,817784.0,0.0,0.0091,0.0091,0.0,25.33,0.0,"UNCHANGED",1
"2026-01-27","BK26FC2","BK26FC2","TRTN","TRTN","TRTN 7 3/8 PERP","",130224.0,130224.0,0.0,0.0014,0.0014,0.0,25.12,0.0,"UNCHANGED",1
"2026-01-27","BQ0QJ57","BQ0QJ57","MBIN","MBIN","MBIN 8 1/4 PERP","",108350.0,108350.0,0.0,0.0012,0.0012,0.0,25.53,0.0,"UNCHANGED",1
"2026-01-27","BKDKS91","BKDKS91","ALL-H","ALL","ALL 5.1 PERP","",879975.0,879975.0,0.0,0.0084,0.0084,0.0,21.74,0.0,"UNCHANGED",1
"2026-01-27","BQMS207","BQMS207","HBAN-J","HBAN","HBAN 6 7/8 PERP","",242359.0,242359.0,0.0,0.0028,0.0028,0.0,25.87,0.0,"UNCHANGED",1
"2026-01-27","BF2N465","BF2N465","RLJ-A","RLJ","RLJ 1.95 PERP","",250897.0,250897.0,0.0,0.0028,0.0028,0.0,25.47,0.0,"UNCHANGED",1
"2026-01-27","BMG9SY4","BMG9SY4","RGA","RGA","RGA 7 1/8 10/15/52","",524174.0,524174.0,0.0,0.0059,0.0059,0.0,25.47,0.0,"UNCHANGED",1
"2026-01-27","B0B87W3","B0B87W3","MET-A","MET","MET 4.98481 PERP","",444825.0,444825.0,0.0,0.0042,0.0042,0.0,21.72,0.0,"UNCHANGED",1
"2026-01-27","B07GC93","B07GC93","GS-A","GS","GS 4.87656 PERP","",565489.0,565489.0,0.0,0.0051,0.0051,0.0,20.39,0.0,"UNCHANGED",1
"2026-01-27","BSLKYN5","BSLKYN5","ATH","ATH","ATH 7 1/4 03/30/64","",433444.0,433444.0,0.0,0.0048,0.0048,0.0,25.2,0.0,"UNCHANGED",1
"2026-01-27","BJN6RX9","BJN6RX9","BAC-KK","BAC","BAC 5 3/8 PERP","",418959.0,418959.0,0.0,0.0042,0.0042,0.0,22.83,0.0,"UNCHANGED",1
"2026-01-27","BG844G9","BG844G9","PRU","PRU","PRU 5 5/8 08/15/58","",430025.0,430025.0,0.0,0.0046,0.0046,0.0,24.35,0.0,"UNCHANGED",1
"2026-01-27","BK72JQ7","BK72JQ7","PSA-J","PSA","PSA 4.7 PERP","",196801.0,196801.0,0.0,0.0017,0.0017,0.0,19.12,0.0,"UNCHANGED",1
"2026-01-27","BF4YJ94","BF4YJ94","MS-E","MS","MS 7 1/8 PERP","",432646.0,432646.0,0.0,0.0049,0.0049,0.0,25.53,0.0,"UNCHANGED",1
"2026-01-27","BPBP9W3","BPBP9W3","NEE","NEE","NEE 7.299 06/01/27","",752350.0,752350.0,0.0,0.018,0.0182,0.0002,54.83,0.0,"UNCHANGED",1
"2026-01-27","BL3BQ19","BL3BQ19","MET-F","MET","MET 4 3/4 PERP","",766445.0,766445.0,0.0,0.0068,0.0068,0.0,20.27,0.0,"UNCHANGED",1
"2026-01-27","BNM9HL5","BNM9HL5","RF","RF","RF 6.95 PERP","",373729.0,373729.0,0.0,0.0042,0.0042,0.0,25.55,0.0,"UNCHANGED",1
"2026-01-27","BP91X65","BP91X65","WFC-DD","WFC","WFC 4 1/4 PERP","",542938.0,542938.0,0.0,0.0043,0.0043,0.0,17.9809,0.0,"UNCHANGED",1
"2026-01-27","BMFDGD2","BMFDGD2","USB-M","USB","USB 4 PERP","",583573.0,583573.0,0.0,0.0043,0.0043,0.0,16.64,0.0,"UNCHANGED",1
"2026-01-27","BRT81P5","BRT81P5","CFG-I","CFG","CFG 6 1/2 PERP","",303062.0,303062.0,0.0,0.0034,0.0034,0.0,25.44,0.0,"UNCHANGED",1
"2026-01-27","B3Z1BZ0","B3Z1BZ0","C","C","C 10.4699 10/30/40","",1700421.0,1700421.0,0.0,0.023,0.0229,-0.0001,30.56,0.0,"UNCHANGED",1
"2026-01-27","BMW6VL7","BMW6VL7","JXN","JXN","JXN 8 PERP","",408351.0,408351.0,0.0,0.0047,0.0047,0.0,26.13,0.0,"UNCHANGED",1
"2026-01-27","BK77YC3","BK77YC3","SYF-A","SYF","SYF 5 5/8 PERP","",566405.0,566405.0,0.0,0.0049,0.0049,0.0,19.77,0.0,"UNCHANGED",1
"2026-01-27","BP09108","BP09108","VLY-C","VLY","VLY 8 1/4 PERP","",111332.0,111332.0,0.0,0.0013,0.0013,0.0,26.3,0.0,"UNCHANGED",1
"2026-01-27","BMFYGG8","BMFYGG8","TFC-O","TFC","TFC 5 1/4 PERP","",427353.0,427353.0,0.0,0.0042,0.0042,0.0,22.3608,0.0,"UNCHANGED",1
"2026-01-27","BH3JGK4","BH3JGK4","NEE-N","NEE","NEE 5.65 03/01/2079","",525860.0,525860.0,0.0,0.0056,0.0056,0.0,24.26,0.0,"UNCHANGED",1
"2026-01-27","BKWG6L8","BKWG6L8","ATH-B","ATH","ATH 5 5/8 PERP","",258263.0,258263.0,0.0,0.0023,0.0023,0.0,20.21,0.0,"UNCHANGED",1
"2026-01-27","B617Z40","B617Z40","USB-A","USB","USB 4.9538 PERP","",10990.0,10990.0,0.0,0.0038,0.0038,0.0,776.02,0.0,"UNCHANGED",1
"2026-01-27","BNTYXM6","BNTYXM6","OZK-A","OZK","OZK 4 5/8 PERP","",263790.0,263790.0,0.0,0.002,0.0019,-0.0001,16.72,0.0,"UNCHANGED",1
